id,description,ratingCategory
87,"
Astonishingly fresh and clean for 30 years in oak, and with incredible depth. Slight oily texture. Appetizing brine, with honeyed vanilla, mustard seed, green olive, Seville orange, and lemon zest. Underlying smoke, damp peat, and seaweed. Put simply, Brora at its finest. 
",0
1860,"
These Boutique-y blends are delivering terrifically good whiskies time after time, but the small batches sell through quickly now that the word is out. This one has plums, apple, mixed peel, spices, walnut, and sherry notes. The palate is fizzy, with plummy depths, chocolate shavings, ginger biscuits, and dark fruits with a medium-weight mouthfeel. This can go toe-to-toe with the best of ‘em. Once the ginger settles down it leaves a pleasing, mild maltiness. Add water if you must. (370 bottles) £49",1
2799,"
Coal smoke, brine, machine oil, and herbal notes on the nose of this 50 year old, along with a hint of menthol and ultimately, floral notes. Dark berries on the palate, bitter orange, plus sea salt. The finish is long and slightly smoky, overtly oaky, with black pepper notes. (50 bottles in U.S.)",1
3930,"
A very different whisky to its unaged namesake, and most unlike any of the other blends tasted for this issue. That’s no bad thing.
This is less sweet than most blends, with tobacco leaf and ashtray to the fore, and a dusty, grainy note with a touch of oak, grape skin, and sweet heather. That said, not a lot of evidence of the 12 years in cask.",0
4812,"
Despite close proximity to Islay, stylistically Jura make has far more in common with its Highland cousins. The entry level 10 year old variant offers resin, oil, cereal, and pine notes on the delicate nose. Comparatively light bodied, with malt and drying saltiness in the mouth, along with a hint of aniseed. The finish is malty and nutty, with more salt, plus just a wisp of smoke.",0
689,"
Back after a three-year hiatus. Well-rounded, with lovely caramel, creamy vanilla, toasted oak, nougat, and candied fruit, along with a peppering of cinnamon and subtle mint. Pleasant, lingering finish. Great structure with seamless flavors.",1
4016,"
Caramel corn, vanilla cream, citrus, evergreen, and a peppering of cinnamon. Soft oak finish. Pleasant, straightforward, youthful, and uncomplicated. Would prefer to see it bottled at a higher strength.",0
30,"
Surprisingly lively. Very much like the 21 year old release in this regard, but not as spicy on the nose or palate. Instead, the spice is replaced by a layered, satisfying sweetness -- not by wood, like the somewhat lethargic, oak-dominated 23 year old release. Older doesn’t mean that it tastes older. Deep, nutty toffee foundation, with nougat, candied tropical fruit, and shoo-fly pie. The spices (cinnamon, spearmint, vanilla, cocoa powder) emerge mid-palate and linger, warming the finish. Not as vibrant as the 21 year old expression, but more sophisticated. I can’t speak for the other barrels in this lot, but I think this one is a great example of what a 20-plus year old rye whiskey should taste like.",0
4378,"
The price, the proof, and 8 years of age reflect the source: the Triple 8 distillery. Light fruit — white grapes, nectarine — and a bit of resiny plastic in the nose, plus a hint of wine wood, underlain by malt. Clean malt in the mouth, well-integrated with nothing sticking out or unbalanced. The fruit’s still there, but diminished; finish is a little clingy but clean. Nicely-made whisky…but it’s like a really good dish of vanilla ice cream; is that all? ",0
1631,"
The Millennium Casks is a non-chill filtered vatting of 45 Arran casks filled on December 31, 1999 and January 1, 2000; 35 bourbon barrels and 10 sherry hogsheads. A spicy, floral nose with sherry, honey, coconut ice, orange, fudge, and ultimately raisin notes. Smooth and luscious on the palate, with apple pie and custard, plus a sprinkling of cinnamon. Long and spicy in the finish, with oranges, a hint of black pepper, licorice, and drying oak. (7,800 bottles). £65",1
3592,"
Aromas of halva, dry hay, poached pears, and apple pie. The palate is sweet and full, with ripe cherries and a certain earthiness along with dusty grain and aromatic wet hay. Peppery heat enhances hot ginger and cinnamon hearts. This is malt whisky, held together by strong cereal notes with a fruity, creamy, medium finish. It’s already tasty at 3 years; one wonders what glories another 3 would bring.",1
4361,"
A relative newcomer to the Scotch whisky industry, having just turned 12. And over the past decade, we’ve had plenty of opportunity to watch this whisky mature, as it was first bottled after a few years as Drumguish, and then under the Speyside name as an 8 year old and 10 year old before this 12 year old expression. This whisky continues to develop with age. The foundation of this particular bottling is a generous serving of toffee, nuts, and vanilla fudge. Fruity, golden raisin and peach notes provide contrast, with toffee and subtle oak on the finish. Whisky for dessert, anyone? 
",0
3076,"
(Reviewer's note: This is a bottling exclusive to Sam's Wine & Spirits in Chicago, IL.) Springbank bottlings over the past few years have been variable, but improving. The less inspiring ones have been too heavily sherried and/or lacked the classic Springbank freshness, liveliness, and briny character one has come to expect from a Campbeltown whisky. This one is indeed from a sherry cask. It's still not the classic Springbanks we were spoiled with in the 1990s, but it's delicious nonetheless. Yes, there's plenty of sherry (and these notes contribute lush fruit, toffee, and nuts), but the youth and zest of this whisky cuts through it and balances it nicely, with those familiar brine and coconut notes interwoven throughout. A bold and satisfying Springer, with more character that the 175th Anniversary 12 year old distillery bottling that has been in circulation.",1
3058,"
Another NAS Laphroaig made from a blend of different cask types. The nose is dry and lightly tarry—a note that continues to the dried glass. There are medicinal phenols, a biscuity note, then an aroma of fuel, like being on a trawler deck. The palate shows integration between the oaks, lending a smokehouse aroma. Water lightens, but you still get that smoky smear of phenol at the end that tells you this is Laphroaig. Like it.",1
4369,"
Style: single grain Scotch whisky. Price: approx. $120. Available nationwide in limited quantities (imported by International Brands, 860/677-0473). 
",0
4352,"
When compared to Craiglodge, reviewed above, this whisky is more intensely smoky, tarry, and youthful on the palate. The other flavors, while in the same vein as Craiglodge, are more reserved (or perhaps more greatly overshadowed by the peat). If your intent is full-throttle peat, this is your whisky. If you want variety on the palate, go for the Craiglodge. 
",0
4778,"
Mason jar packaging makes for an awkward pour; had to be said. Nose is hot, with a fruity sweetness and fainter notes of grassy green corn, flowers, and rock. Clean and sweet, with more corn character here, along with other fresh grains. Not nasty, not bad, but seems to be mostly aimed as a base for Palmetto’s apple pie and peach flavors. Otherwise…it’s sweet, corn-tinged vodka.",0
259,"
Recognizably Spice Tree, but it’s richer, more dapper, traveling in style, and wearing better shoes. Peanut brittle, toasted coconut, and pale, light sherry. Honeyed palate with caramelized sugar, red apple, and red berry fruit before the gingersnaps and clove bite. It revs up with another spicy blast for the finish. A tasty fifth Tenth Anniversary bottling from Compass Box; just don’t let yesterday take up too much of today. (12,240 bottles)",1
3004,"
With the percentage of former oloroso sherry-matured spirit ramped up to 60 percent in this Dee variant, the nose is deeper and richer than that of the Tweed Dram; Seville orange marmalade and a hint of cocoa. More immediate dark chocolate on the palate, with raisins and walnuts. The finish is lengthy, with plums, black coffee, and a suggestion of licorice. £42 Currently not available in the U.S.",1
5025,"
Named after the Charter Oak tree from the 1800s, this brand offers decent value. Sweetness and grain come and go, with hints of baking soda and dandelions. Think cooked grains, in presentations like cornbread and fresh-baked rye bread. Unfortunately, this is too much of a one-trick pony, falling into those pronounced grains that don’t offer much more. But there’s no doubt about it: it’s worth the money. Remember, value.",0
2353,"
This is rich in cask characters, with baked orange, pronounced nutmeg notes, mace, peppercorn, and petrichor. The opening flavors of dark orange and syrupy caramel swerve headlong into pepper, root ginger, allspice, and nippy clove. Despite appearances, this is not awash with sherry-dominated fruitiness, but the finish is long, with spice-led dried fruits. £32",1
1521,"
Chapel Gate whiskey aims to resurrect the lost art of the Irish whiskey bond. This delicious debut is built around parcels of aged single malt and grain sourced from County Louth. Fresh hay, floral blossoms, comb honey, dry spice, oak, a crate of whole lemons, and growing spices. Lemon sherbet, clean vanilla, and a peppery grunt resolve flavors of rich barley sugar and a hot pepper finish. (7,000 bottles)",1
2123,"
There’s no doubt that this is from Glenlivet; there’s still that pure combination of fruit and flowers, now given a little nudge toward a more concentrated expression: the flowers are dried and heathery, the fruits tinned pineapple, windfall apples. An added cedar/nutmeg note adds to the complexity. Liquorous and tongue-clinging with custard tart notes before the autumn fruits come through. A sense of the curtains being drawn and a settling in for the winter. Recommended.",1
3834,"
This NAS cask strength expression of Tomatin was matured in a mix of bourbon and virgin American oak casks. The nose is sweet and fragrant, with vanilla, cinnamon, and developing coconut ice. Silky on the palate initially, softly spiced, with vanilla toffee, pears, and apples; then the spices intensify, introducing a hint of chili. Drying in the lengthy, spicy, slightly herbal finish. (282 bottles; exclusive to Robertson’s, Pitlochry, Perthshire) £55",0
4191,"
One in the trio of age-stated Singleton of Glen Ords, this 18 year old has a nose of sultanas, hazelnuts, sherry, vanilla, and a note of pine. Silky on the full palate, with vanilla, milk chocolate, sherry, and caramel. The lengthy finish is drying, with licorice and chili. RM481",0
3600,"
Dailuaine is a fascinating distillery and this has a fascinating nose, as it shows a heavy sulfury new make entering maturity and starting to pick up extra weight from the cask. There’s a glimpse of sweetness, a little fruit, but the dominant character is a savory meatiness (beef stock cubes). The palate shows dried mint and masses of this meaty/sweet interplay. Is it commercial? Probably not, but it tells a really important story. I like it a lot. £45",1
1208,"
The nose is fresh, with sea salt, tangerines, and light smokiness. Vanilla, sultanas, malt, a hint of sherry, hazelnuts, and woodsmoke are present on the oily palate. Lingering in the finish, with salt and drying smoke.",1
3991,"
Although much praised, Potter’s was a mythical distillery. It had no still, but sold whisky purchased from others. This straightforward all-corn whisky shows dusty corncobs on the nose, with sweet and sour sauce, caramel, oak, cinnamon bark, and intriguing hints of pine needles. The palate is broader, beginning with a very sweet and zesty spicy rush, followed by sweet wood, a syrupy mouthfeel tasting of prune, dark ripe fruits, and sour citrus notes. (126 bottles; UK only) £75",0
1786,"
Rich amber. A slight agricultural note to start, and although sweet and soft, also a little indistinct. This is a palate whisky, with plenty of integrated smoke, rich fruitcake, and, as its name suggests, plenty of chocolate. It fades quickly when neat. Water, surprisingly, rectifies this: the nose opens to show complex dark depths, while the palate is lengthened and given extra aromatic lift. Rich and rather lovely. £85",1
1761,"
After 10 years maturing in bourbon casks, this expression from the 2018 Distell Malt Collection was then aged for a further 2 years in fino sherry hogsheads. The nose offers white wine, sultanas, ginger, and cocoa powder, plus white chocolate and tangerines. The palate is full, with sweet orchard fruits, ginger, and cinnamon, balanced by dry sherry. The finish is medium in length, with black pepper and cocoa. (1,710 bottles)",1
1473,"
This is really intriguing, with the vitality of fresh green shoots in spring, fresh-mown lawns, snow peas, pencil shavings, dragon fruit, beet chips, and the exotic scents of a spice market. The taste is gentle with lime, herbal notes, cream soda, generous buttery caramel, and some boisterous spices that loiter into the finish. A highly enjoyable bottle: one to dissect, discuss, and digest.",1
1597,"
An 8 year old from Wild Turkey’s Warehouse G, it’s classic Turkey on the nose, with a little spice, caramel, nutmeg, oak, and slight hints of lavender. Then sautéed barley, pecan shell, brown sugar, chewing tobacco, and bittersweet chocolate. An earthy oak note blossoms, with a layered caramel chew following this whiskey home to a medium finish. (Maisano’s Fine Wine and Spirits exclusive)",1
4280,"
Distilled in 2008 from barley peated to 167 ppm and matured in virgin French oak casks. Sweet smoke and oak on the initial nose, with quite assertive spices. Freshly sawn timber, dried fruits, and emerging vanilla. Slightly earthy on the palate, where big spice notes continue with peaches, orange, and milk chocolate. The finish is relatively long, with cloves, licorice, ginger, and chili. Bold is the word! (12,000 bottles)",0
2113,"
A refill sherry hoggie has given a classic walnut color, and indeed notes of that nut as well. Here’s Glenfarclas at its most dense, with savory, sun-dried tomato-like edges and sandalwood. The mouth is elegant with a little heat, the sherry giving roasted almond, sweet plump dried fruits, and dried flowers. Water brings out lightly gripping tannins (but, again, not aggressively) and good layering. Similar to the ’87. £285",1
1276,"
This limited release was aged in seven cask types—both American and European oak in a variety of sizes—from four Spanish bodegas: Vasyma, Diego Martin, Jose Miguel Martin, and Tevasa. Citrus fruits, ginger, black pepper, light smoke, and rubbery leather on the nose. Ultimately, carnations. The palate is rich, nutty, and sweet, with malt, toffee, sticky sherry, maraschino cherries, milk chocolate, and gentle spice. Long in the finish, with spices and creamy cocoa.",1
1834,"
Last year saw the release of the Yamazaki “component” range, examples of the cask types that help make up its single malt releases. Now, Hakushu has joined in. The name doesn’t lie, this is very smoky, heathery, fragrant with orris-like dryness alongside Hakushu’s classic vegetal notes of elderflower, bamboo, and moorland grass. The palate shows praline, ripe lychee, and kiwi working alongside this mix of integrated smoke and clean focus. It also makes a fantastic Hiball.",1
1319,"
Imagine sipping this sophisticated libation at the supper club turned out in your best bib and tucker. There’s a purity to it, with aromas of fresh red apples, raisins in honey, ground cinnamon, and nutmeg, leading to bitter orange oils and a storm of black pepper fading to tropical fruit, layered caramel, and sugared almonds. Hold this long in the mouth, as it possesses a changing, multi-faceted character. As Cab Calloway said, “This is Hep.” (3,456 bottles) £650",1
115,"
Nikka’s first distillery is located in the eponymous town on the western coast of Hokkaido. Here, power is the key. Deep and rich with a distinct oiliness — somewhere between linseed and cod liver — there’s also plenty of smoke in the mix as well, and a little hint of black olives in brine with ripe apples lurking behind. I hate making comparisons between Japanese and Scotch single malt but if I was forced to, Yoichi reminds me most of Springbank (edging into Longrow). Water dampens the personality too much for me; best have it full-on and uncompromising.
Rather than the palate showing a slow procession of flavors along the tongue, this is a layered whisky; coal-like, oily, and richly fruited with a distinct saltiness on the sides, ably demonstrating that Japan has almost as much variety on offer as scotch. £76.95.",0
2661,"
Deep and complex, yet still quite lovely for an 18 year old whisky. Not as a lush and sweet as its younger sibling (Thomas H.Handy), showing more oak, dried spice, and a certain degree of sophistication. Toffee and molasses are quickly matched and then dominated by notes of brittle mint, vanilla, cinnamon, dried fruit, and black raspberry leading to a long, earthy, resinous, polished leather finish. The last great vintage of Sazerac Rye 18 year old was 2005, which was impeccably balanced and still displayed great youthful qualities. The three vintages since then, including this one, are similar in flavor profile and, while still very nice whiskeys, show just a tad too much oak and lethargy to reach the classic status of the 2005 release.",1
438,"
Whoa...this sherry-finished bourbon offers an up front impression you don’t find in American whiskey: marzipan meets ground-up raw almonds sprinkled over pistachio gelato. Then caramel, nuanced cinnamon, delicate vanilla, and a slight hint of campfire smoke. It’s supremely complex, with the third layer being honey, dried apricot, dried pear, figs, and prunes over a sublime nuttiness and rich caramel. The finish lingers with salted-caramel cashew. If this is the future of barrel-finished American whiskey, let there be more. (Jack Rose Dining Saloon private selection)",1
4674,"
Clean, fresh and uncomplicated. Honeyed malt, peaches and cream, with subtle floral and lime notes. Dry, herbal, oaky finish with a hint of bitter chocolate. A warm-weather whisky, or as an aperitif.",0
3495,"
Not overly challenging. Stylish and very easy to embrace. I would introduce a new bourbon drinker to this kind of bourbon. Pleasingly sweet, with honeyed vanilla, graham cracker, candy corn, dates, and golden raisin. Subtle spice (cinnamon, mint, cocoa, and nutmeg), leading to a smooth, silky finish. I would love to see this at 45% ABV or even higher, as it comes across almost too soft. But for this price, I’m not complaining. A great value. 
",1
1894,"
This is a 70/30 blend of aged single malt whiskey and single pot still whiskey (though no grain whiskey), matured in bourbon barrels for around 7 to 9 years. Revel in the spicy aromas of clove, cinnamon, and star anise balanced with green apple, blossom honey, and dry, oily vanilla pods. The mouthfeel is weighty and dense from the pot still, yet rich in honey, spice, and vanilla, with a tongue-enveloping finish of custard cream biscuits.",1
4811,"
Riffing on the German smoked beer type. Light smoke and caramel on the nose. Very grassy front, the smoke slips in toward the middle, and it all ends up a bit confused, like dessert served in an ashtray. (375 ml.)",0
1542,"
Not a hair out of place here. On the nose, there are cooked bananas and poached pears with a wave of spices—allspice, cinnamon, cloves, pepper, and mace—as well as iced tea, orange peel, and the distinct aromas of a tobacco barn. The chewy, oak-driven palate showcases blackberry jam, cooked cherries, peanut chews, Coca-Cola, ginger, allspice, dark chocolate, and sassafras. It all ends with robust oak and a silky, lengthy flavor of pecan-studded chocolate. 288 bottles",1
3987,"
Cereal grains, flour-dusted breadboard, fresh cut hay, horehound lozenge, and apple pie. The appearance of Fig Newtons cookie and toasted rye bread flavors nicely complements green peppercorn spice and an herb garden edge, with good length to the salted-caramel and sweet maple finish. Pot distilled from 100% Michigan rye and aged in full-sized barrels. It’s just a touch green, but drinking nicely and totally on track. More patience will pay dividends.",0
261,"
Not seen since 2010, this yields vanilla frosting, menthol, spearmint, cream, dry spices, cedarwood, chopped herbs, and a discernable whiff of old grain. Silky taste of butterscotch; it becomes more honeyed, with creamy vanilla, dried banana, malt, and a pinch of cinnamon, pepper, herbs, clove, and eucalyptus. The yin and yang of Glen Elgin and Girvan makes an admirable exercise in precision, minimalist blending. Mad as a box of frogs.",1
4887,"
Black bottle, cocked-fist logo. Sourced whiskey, infused with “green tea, hibiscus, eucalyptus, fennel, gingko and more.” Smells schnapps-ish, bright floral and woodsy notes, with a medicinal twang. Quite sweet, but not sticky; the herbs keep it perky. The whiskey is tamped down by the sweet and infusion; the finish gets even more medicinal. I’d like less sweet, and more whiskey. Not sure who the market is for this, but it makes a tasty add to tea.",0
240,"
Simply beautiful. It’s so complex, with notes of molasses, apple butter, toffee, salt water taffy, hazelnut, burnt brown sugar, crème brûlée, caramel flan, butterscotch, crystallized ginger, nutmeg, cardamom, fenugreek, roasted almonds, and marshmallow. With a drop of water, another complex layer forms with cotton candy and burnt pie crust. In both cases, it finishes extremely long.",1
2401,"
Peated to 14.8 ppm, this expression from anCnoc’s Peaty Collection falls between Rutter and Cutter in terms of its phenolic level. Immediately smoky on the nose, with oily fudge and milky coffee. Well-balanced in the mouth, with rich flavors of peat, soft fruit, and vanilla, plus a hint of brine and iodine. The finish is lengthy, with peat embers, walnuts, and more iodine.",1
4007,"
100% pilsner malt fermented with Belgian ale yeast. Not unaged whiskey; a grain spirit meant to be drunk without aging. Sweet-tart, intense aroma of unripe cherries, plums, white pepper, and a bit of caramel. Smooth on the tongue with a roll of heat, grain comes forward and dominates the fruit, though it balances at the finish. Clean, even interesting. More poitin should be like this. (Pennsylvania and New Jersey only)",0
1603,"
More caramelized sugars (caramel and toffee), with darker fruit than the 105 and 90. More oak spice influence too, but balanced nicely by the sweeter notes. Mouth-coating, viscous, and lubricating in texture. Price is per 375 ml.",1
4571,"
The Norfolk-based English Whisky Company joins in the celebrations. It’s bright gold with a lovely sweetness to the nose, fresh peach, a little anise, some lily of the valley, and almond. There’s plenty happening on this light-to-medium base. The palate is clean, with hazelnut and layers of flavor where succulent fruits play off the sweet spices. This is a distillery that, as the Aussies say, is hitting its straps. For me, it’s their best release yet. £60",0
391,"
There has been an excellent streak of Islay blended malts recently, and here is another worthy contender from the Spencerfield Spirit Company. This one offers the sizzle of bacon fat, thick clods of peat, cocoa, and breezy smoke. The rounded palate has sweet satsuma, spice, generous malty notes, and burnt caramel. The wafting smoke builds until it engulfs the back of the palate. You will be wanting one of these.",1
1863,"
Where Batch 4 is peaty, Batch 5 is smoky, joining aromas of after-dinner mints, rich orange, fondant creams, salted caramel, and sour fruits. On sipping, mint chocolate finds accord with the nose, before a summit of smoke and pepper, then apple, milk chocolate, creamy coffee, and late black currant notes. The smoke hangs deep at the back of the throat. Good flavor trajectory and complexity, with a drying chocolate finish.(822 bottles)",1
4708,"
A new NAS expression from Scapa on Orkney, matured entirely in first-fill American oak casks. An initial hint of lime cordial, then musty peaches, almonds, cinnamon, and table salt. More peaches on the palate, with tinned pear and a little honey. Tingling spices in the drying finish, which soon becomes quite bitter – detracting from the overall balance.",0
5107,"
Four barley types—two row, pale chocolate, kiln coffee, and Carafa—and malted wheat; aged 6 months in used Woodford Reserve Double Oaked barrels. Initial pungency and varnish. Then freshly-cut grass, petrol, wood shavings, and a slight hint of chocolate. New make mouthfeel. A hint of honey and milk chocolate is quickly overtaken by an astringent finish. In another few years, maybe this will become more palatable, but this is far from ready, and bourbon remains this distiller’s strong suit. 375ml",2
2906,"
Mineral and saline peat and brine, along with a slight rubberiness, are balanced by white pepper, orange marmalade, lemon, herbs, and grilled apples on the nose. The drying and smoky palate is light-bodied, but with generous peat, lemon, and herb flavors, finishing with oak, smoke, and more lemon. If you’re looking for a peated single malt that’s more gentle in body, try this one. (Trader Joe’s)",1
1371,"
Two years ago I included this at a London whisky and music festival for 1,000 cool and trendy young music fans. This was the star of the show. When it says “peated,” it means sooty, charcoal-like church incense, with smoked meats and salami. It's intense, unforgettable, and not unlike a big smoky Swiss cheese. Up there with Balcones and Corsair, IMHO (that’s “In My Humble Opinion.” I'm down with the kids, you see). €55",1
494,"
Balanced Islay whiskies combine peat smoke characteristics with a sweet foundation. They’re not one-dimensionally smoky. This whisky is an excellent example. This is a peat-laden whisky with refinement and grace. Creamy vanilla, caramel, and honey harmoniously marry with persistent -- yet controlled -- peat smoke. Crisp spice notes and dancing fruit throughout adds complexity. Well done.",1
1857,"
The first conventional release from this fledgling company. Irish whiskey's equivalent to a seemingly frothy sweet pop song, which on closer inspection has barbed and cutting lyrics. It's a sweet Irish blend and seems like it. But it has a high malt content, is packed with flavor, and it easily justifies its price. It's creamy and rich with toffee notes, there's some tropical fruit and delicious rum-and-raisin milk chocolate. Not too cloying despite the sweetness, either. ",1
4399,"
Very Singleton of Dufftown: while that means easy drinking and approachable, it also
can suggest a single malt without a spark of wayward genius. This is,
typically, very ordered: nuts and honey with malt and pecan pie underneath. As
it opens there’s dried lemon, oak, dried fig, and (dilute) pencil shavings. The
palate is—typically—sweet and thick, though here with a refreshing sharpness,
like a mix of wine gums and cider. I’d add a rock or two of ice. (Travel Retail exclusive) £38/1 liter",0
4047,"
A dull stewed-fruit note with polished apples, pink blancmange, rose hip, and a dash of spice, but not a very demonstrative whisky. The body is light and flimsy, even for a 3 year old blend, and the palate offers the return of that sweet pink blancmange, light caramel, and the sweetness of candy cigarettes. It crosses the line with late sugary sweetness and a short peppery finish. Life’s all about choices.",0
534,"
Complex and complete, the sweet and chewy aromas of maple syrup and crème de marrons meet milk chocolate and Andes Mints. On the palate, the intense layered sweetness of vanilla, crème brûlée, pecan pie, butterscotch, and honey is tempered by chili spice and deep earthy notes of leather and tobacco, before toffee and baking spices carry into the long finish.",1
4606,"
Sweet and a bit funky; maybe a wisp of smoke, maybe some green cornstalk, and some mint/vanilla. Rippling and vibrant in the mouth, hot and bold, and not candy-sweet at all, more like fuel-injected cornbread with a splash of burning mint eau de vie across the top. Or maybe that’s just the AC/DC talking; maybe I should review to Mozart. Not bad, but I think I like the simpler unaged version.",0
3802,"
Matured exclusively in ex-bourbon barrels (American white oak, or quercus alba), and certified kosher. It’s a softer, gentler version of Glenrothes. The bourbon oak influence is very evident, showing creamy vanilla and coconut, with additional fruit (orange creamsicle, pineapple, black raspberry, blueberry, and gooseberry). Soft, creamy vanilla finish. A pleasant, easy-going, seamless dram—and perhaps the most approachable Glenrothes whisky.",0
1985,"
Although grain changes every year due to the weather, the flavor of Crown Royal Deluxe remains consistent. The skilled blenders who make this entry-level Crown Royal use their finely tuned noses, not a recipe, to ensure this. Wood, orchard fruits, floral tones, and gallons of vanilla on the nose translate into butterscotch, peppery rye spices, and creamy vanilla fudge on the palate.",1
1353,"
Clove-spiked orange, melon, pomegranate, cherry lozenge, and aniseed. Cherry, Strawberry Laces, growing spiciness, ginger, pepper, almost effervescent fruit jamminess. Later, citrus peel, vanilla. Finish has vanilla bitterness and fresh green herbal tones. Water keeps the fruit but boosts those spices on the finish. (532 bottles)",1
1757,"
A graceful Talisker. Soft toffee and caramel with balanced, gentle fruit. Hints of boat dock wood, damp peat, and fish nets. Warming spice notes (anise, pepper, and salt) provide intrigue and linger on through a warming, spicy finish. Well rounded, with enough depth on the palate to make up for the lack of punch in younger expressions.",1
4055,"
Fruity on the nose and palate (orange peel, lime, lemon, pineapple). Very smooth and creamy, too, with notes of vanilla and a touch of honey. Underlying brittle mint, delicate floral notes, and even a hint of sandalwood gives the whisky some dimension. Very clean and nicely rounded. The problem with many Canadian whiskies is that they are too harsh when young, but get too woody when aged for ten or more years, because they are too thin in body to stand up to the oak. This one has matured nicely while still maintaining good balance and drinkability.",0
2472,"
Just eight whiskies in the blend, married and finished in first fill Spanish sherry and bourbon casks. An insistent nose, crackling with spices, with toasted Eccles cake anointed with grated nutmeg, vanilla extract, cassia, and dark soy sauce. Light honey and vanilla, tangerine oils, and lime peel exhibit perfectly-paced development, with flavor building over a minute or more. Warming ginger, spices, and tropical fruits of guava and papaya close out this first annual special edition. Impressive work.",1
93,"
Glenfarclas has a proven track record for aging very well. I’ve enjoyed some amazing 25 and 30 year old expressions, in addition to some older vintage offerings. Does this new 40 year old follow suit? Absolutely! It’s complex and well-rounded, with great depth and no excessive oak. Lush, candied citrus (especially orange), old pot still rum, maple syrup, fig, roasted nuts, and polished leather, with hints of mocha, candied ginger, and tobacco. A bit oily in texture (which I find soothing) with good tannic grip on the finish. A classic, well-matured Glenfarclas — and a very good value for its age. (Editor's Choice)",0
4261,"
Slabs of plain chocolate, Kendal mint cake, vanilla essence, and malt with a dry, dusty character makes this suggest itself for an after-dinner occasion. The palate is very sweet; sugarplum, caramelized brown sugar, flapjacks, bramble, and pink rhubarb before it finally coagulates into a thick Horlicks maltiness. There’s an impressive trajectory of flavor here, though the mouthfeel is nothing special and dilution doesn’t enhance it to any real degree. Dry and malty finish.",0
821,"
Smooth, with gently layered sweet notes; nicely balanced. The least amount of oak and just a peppering of cinnamon and mint influence compared to the other four releases. It’s the most versatile of the four too.Not as complex as the “Rye 125”, but it makes up for this with its inviting drinkability and balance. Price is per 375 ml.",1
4041,"
Some pleasant warm cereal notes emerge, like Quaker oats with cinnamon and brown sugar. The palate offers peanuts and spices, however young spirit juts out, with green stick and slightly antiseptic flavors out of synch with the ample toasted oak. Blind tasted twice with consistent notes.",0
2859,"
This has the warming comfort of cask strength rice pudding, with just enough rice character peeking through the sherry. Marzipan, sultana, fig, and toasted spice. Nutty amontillado notes load up on dried fruits, including apricot, mango, and apples pricked with cloves. The late phase includes black cherry, old leather, cola-flavored candy, and burnt fruitcake. A quick fizzle of spice and dried fig turns slightly savory.",1
397,"
Dripping with caramel and tingling with spice, this is a blockbuster whiskey that delivers across a spectrum of flavors. Maple syrup, sugar in the raw, and caramel-drizzled flan highlight the aroma, while the palate turns fruity and tropical with the sweet drive of peach nectar, grilled fruits, and pineapple upside-down cake. At the same time, it’s lemony bright, warmly spiced, tremendously rich, and oh-so-good! Pour on the water and enjoy the ride!",1
3297,"
Initially restrained; as the nose opens up it reveals plum, red berry fruit, pine resin, and root-beer spices. The palate picks up a bit, slightly vinous in its red-fruit drive, herbal-cherry cough drop, and sweet vanilla, leading to a modest finish laced with licorice, cinnamon, and pine forest.",1
2975,"
Wemyss Malts has bottled several single cask Auchentoshans in the past, and this 15 year old release is of 342 bottles, provided by a bourbon barrel. Peaches, caramel, sea salt, and developing lemonade on the nose. Sweet and fruity on the palate, with more peaches and very soft background spices. The finish dries slowly, with ginger and a hint of aniseed. £75",1
1016,"
Highly aromatic, with allspice, ground cinnamon, and hints of clove. Behind the spice, there is soft vanilla toffee, creamed coconut, and grapefruit peel. A palate comprised of citrus, peel oils, toffee, red berries, sweet barley, cinnamon, pepper, and star anise transition to a greater emphasis on toffee, hints of chocolate, more maltiness, and a little oak. The finish allows the spices to shine. (6,000 bottles) Editors’ Choice",1
3102,"
A blend of two different bourbons—one 6 years old, the other 10 years old—with different mashbills. Nicely balanced sweet notes (caramel, butterscotch), fruit (orange, sultana, cherry) and gentle spice (vanilla, cinnamon). Nothing fancy or exotic here; just a solid, versatile, well-rounded bourbon. (Available at the High West General Store.)",1
4445,"
Light gold. A little shy initially, but Glenallachie isn’t noted for its effusiveness. It has a clean and slightly nutty aroma, with light honey alongside grilled hazelnut. The palate is fairly crisp and slightly bunched up to start, until this nutty sweetness expands in the center. Ever so slightly oily. Water flattens the aromatics a bit, but allows the flavors to spread gently. All in all, a decent example of an uncommonly seen single malt. £85",0
3291,"
The nose is a bit reticent, but with time reveals lovely aromatics of kiwi, grapefruit, mango, banana, hibiscus, lilac, and pistachio. This light sweetness is borne out on the palate, which has tropical fruits, chai masala, brown sugar, rye bread, and a little nuttiness counterbalancing sharp oak and a full-bodied mouthfeel. The finish is short, with honeyed sweetness.",1
1102,"
The importance of master blender Billy Leighton to Jameson cannot be understated. His whiskey expresses smooth, creamy aromas with floral top notes; a treat of poached pear, golden delicious apple, and peppercorn spices. There’s a thick, clingy mouthfeel, with sweet barley sugar, gingersnaps, sultanas, and a peppery flare. Undoubtedly the best spicy pot character of the three Whiskey Makers series, and that warming spiciness plows on into a lengthy finish. €70",1
