id,author,description,price,ratingValue,pert_alcohol,category
3920,Dave Broom,"London-based specialist The Whisky Exchange won’t reveal where its main Islay brand is distilled, though the smart money is on a distillery not that far away from the ferry terminal that gives it its name. This expression is less phenolic than you might expect; there’s more rapeseed oil than smoke, but it does have a nori wrap shoreline character. The palate is discreet, with pineapple and creaminess leading the way toward a bonfire made of old fishboxes. £60",96.0,79,58.6,
3925,Dave Broom,"Shy is the word. Pale in color, again suggestive of little cask interaction. There’s a little hint of white currant and light cereal, delicate and fragile — more fragile than the Balmenach — with a little touch of white chocolate. As it opens, out comes violet. The mouth is tense, as if everything is still baled up, even after all this time. Very light acidity gives a certain freshness that water doesn’t shake loose. Simply not enough cask. £67",105.0,79,54.4,1.0
3929,Dave Broom,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S. The nose immediately betrays the fact that this has been matured in a first-fill sherry hogshead. It’s akin to an artisan’s workshop, all leather oil and strange resins. There’s an intriguing hint of curry spices and truffle, but all in all this is about density, black fruits (damson), allspice, and clove. The cask is in charge. The palate has more tannin than you perhaps want — powerful and grippy with lots of nut and tea-like tannins; too grippy for me. £500",820.0,79,50.1,1.0
3931,Dave Broom,"Somewhat sidelined thanks to the presence of Glenrothes and Glen Grant (not to mention Speyburn) in the same village, Glen Spey gets on with producing fillings for numerous Diageo blends (primarily J&B). As a result, it’s rarely seen as a single malt, with even independent bottlings pretty thin on the ground.
This 21 year old is the color of old gold, and while the nose initially surprises with a hint of suet dumplings, there’s a rich and dangerously hedonistic sweetness behind, which is strangely hard to pin down. Coconut cream? Suntan lotion? Blackening butter in a frying pan? Eventually it appears to settle in the crème brûlée area, along with a fruity base (sweet, of course). There’s a light green note that suggests it might be distillery character coming through, but water suggests it’s new wood. 
In the mouth, there’s vanilla fudge and toffee, before a hint of muesli alongside dried mango. Overall it’s a bit like eating breakfast in a new ski chalet. Showy and impressive, but for me the wood’s in charge.",185.0,79,50.4,1.0
3934,John Hansell,"Richer, sweeter (with more caramelized sugars), fruitier, and spicier than the standard Canadian Mist (reviewed below). Still, I wish it were a bit smoother (especially on the finish) for something I would consider drinking neat on a regular basis. There’s no age statement, but a couple more years of aging would be nice. Like the flagship Canadian Mist, this whisky still plays it fairly conservatively — not a lot of risk-taking here. But I think it’s slightly better than Crown Royal Black (its logical competitor) which is not as smooth on the finish, and you can get Black Diamond for half the price.",15.0,79,43.0,4.0
3935,John Hansell,"This whisky is not as good as the similarly-aged, more polished and refined, standard distillery-bottled 25 year old cask-strength expression (our ""Whisky of the Year"" several years ago). This single cask bottling from a sherry cask is intensely sherried. Sappy fruit notes dominate the palate. Damp, somewhat tired, oak notes are prevalent throughout. The whisky is also nutty, with heathery peat notes emerging occasionally. The floral, heather-honeyed grace treasured in Highland Park struggles to emerge, and ultimately loses the battle. (Bottled exclusively for Park Avenue Liquors.)",185.0,79,58.0,1.0
3936,John Hansell,"Plenty of citrus zest, along with subtle pineapple and coconut on the nose. The palate begins with honeyed-malt sweetness, followed by the citrus fruit, but then quickly turns dry and resinous, with dried nuts and spicy oak on the finish. The intensity of the dryness on the finish surprised me and detracted from an otherwise well-rounded dram.",125.0,79,43.0,1.0
3937,John Hansell,"Enjoyable creamy texture and medium-bodied. Gently sweet notes of light toffee and vanilla custard, especially towards the front of the palate. Nutty too, with some sultana in the background. Gentle oak notes towards the finish. A very clean, well-balanced whisky that’s very easy to drink but also takes few risks.",27.0,79,43.0,1.0
3938,John Hansell,"A peculiar Auchentoshan. The Bordeaux wine dominates, with its distinctive winery aroma and flavor. Red raspberry, red currant, and a hint of strawberry comprise the core of this whisky, with underlying notes of vanilla cream, cocoa, and a hint of demerara rum. The whisky spent nine of its years in Bordeaux wine casks. I would have preferred less time in the wine casks for such a delicate whisky.",120.0,79,51.0,1.0
3939,John Hansell,"This is pot still Woodford Reserve bourbon finished in Sonoma-Cutrer Chardonnay wine barrels. (It’s the second iteration in the Master’s Collection, following the Four Grain release.) The wine influence is immediately obvious-it is sweet and fruity on the nose and palate. Notes of caramel apples, toffee pudding, butterscotch, toasted pecan, and peach crisp. Polished oak finish. I’d like a little less sweetness-or a little more of something to balance it, like more dried oak spice.",90.0,79,43.2,2.0
3940,John Hansell,"Lushly fruity and quite sweet. A bit too sappy on the nose, but more even-keeled on the palate. The fruit notes (nectarine, plum, orange marmalade) sit on a bed of caramel, shortbread, and thick honey, with chocolate-covered almonds emerging on the finish. For those who like their Highland Park youthful and very sherried. (Bottled for Grape Vine Market)",80.0,79,56.3,1.0
3942,John Hansell,"A bourbon with a gentle demeanor and easy drinkability. The whisky is nicely balanced, with sweet notes of corn, caramel, and vanilla blending in nicely with subtle fruit and dried spice. An uncomplicated, fairly straight-forward bourbon for everyday drinking. I just wish there was more to it.",40.0,79,45.5,2.0
3944,John Hansell,"Quite palate-coating for a Lowlander, with sweet notes of vanilla malt, grist, honey and marshmallow. More subtle notes of cut grass, linseed oil, rubber erasers, and chalky antacid tablets. A peculiar-tasting whisky.",62.0,79,43.0,1.0
3945,John Hansell,"Rich and viscous in texture. Sappy waxed fruit, maple syrup, and nougat. Becoming quite nutty with emerging notes of damp peat, dates, plum and blueberry. The sherry is fairly dominant and masks some of the whisky's subtleties. After dinner with a cigar, perhaps? (Bottled exclusively for Beltramo's.)",120.0,79,53.8,1.0
3946,John Hansell,"Aged in bourbon oak and then finished in Guigal Hermitage Rouge Syrah wine casks. Bright notes of red raspberry, rhubarb, currant, plum, and (not surprisingly) grape, with background notes of vanilla and caramel. I find the syrah notes entertaining on the nose, but too dominant on the palate for balance. The fruit becomes waxy and hides a lot of Bruichladdich subtle complexities. (Bottled exclusively for The Party Source.)",80.0,79,50.0,1.0
3947,John Hansell,"Very pale. A little thin in body, sharp and penetrating. Very Caol Ila-like, with notes of damp peat, Greek olives, seaweed, mustard seed, incense, gin herbs, freshly ground pepper, and vanilla malt. Smoldering peat finish. I would like to see more body to this whisky. (634 bottles produced.)",55.0,79,46.0,1.0
3948,John Hansell,"Jura’s newest offering, and the oldest in the portfolio. It is drastically different than its younger siblings-this one is quite sherried, as its deep amber color with reddish hues suggests. I really enjoy how this whisky tastes on the palate-it’s rich and silky with notes of fruitcake, toffee, maple, orange chocolate truffle, cinnamon, and nutmeg. You’ll find the same notes on the nose, but there are also elements-cloying fruit, perfume, and a peculiar fleshy component-which detract from an otherwise lovely whisky.",130.0,79,43.0,1.0
3949,John Hansell,"Dominant notes of citrus (lemon, lime) and other tropical fruits (coconut, mango) on the nose. On the palate, the whisky is simple and uncomplicated. The entry is soft and malty, and then it becomes dry and gently oaky. Not overly inspiring, but those who purchase the whisky for its rarity value (the distillery closed in 1983), shouldn’t be discouraged from actually drinking the stuff some day.",150.0,79,43.0,1.0
3950,John Hansell,"Not immature, but very intense and unabashed. Sweet barley notes and vanilla are beaten up by coal tar, damp kiln smoke, and fiery spice on the finish. For those who like their Islay whiskies young. Very young. I would have waited a couple more years before bottling this one. Pure testosterone. (Bottled for Maxwell Street Trading Co.)",65.0,79,46.0,1.0
3953,John Hansell,"Matured in a refill sherry cask. (A first-fill sherry cask would have completely dominated Rosebank’s delicate flavor profile.) With the addition of water (which is necessary), the whisky becomes quite cloudy. Rosebank’s traditional honeyed vanilla, grass/hay, and soft fruit are accentuated by lightly sherried, soft toffee flavors. An interesting whisky, but the flavors are not clean and well-defined enough to warrant a higher rating.",100.0,79,59.3,1.0
3954,John Hansell,"There’s no age statement, but the whisky is less than 10 years old -- and is a little green. Notes of toffee almonds, ripe fruit, freshly-ground pepper, chorizo, bacon fat, and damp peat smoke. Lingering smoke and brine on the finish. A few more years of maturation should improve this whisky significantly.",33.0,79,42.0,1.0
3955,John Hansell,"A more significant oak impact when compared to the standard Old Forester bourbons, which is evident by the polished leather, tobacco, and dry resin notes (especially on the finish). There’s an attempt to balance all this wood with notes of dusty corn, coconut, mint, vanilla, juniper, and dark berried fruit (blueberry, black raspberry, black cherry), but I don’t think it quite gets there. This bourbon is a nice change of pace (and I understand the reason behind this whisky -- to emulate bourbons from the era of Repeal), but I prefer the Old Forester “Signature” 100 proof to this whiskey. I’m happy drinking the whiskeys of today, thank you. (Price is per 375 ml.)",25.0,79,50.0,2.0
3957,John Hansell,"Finished in sherry casks. The sherry adds a nutty toffee sweetness, bramble, and other assorted red fruit and raisin, with the tell-tale Glenmorangie complexity tucked underneath. A bit heavy on the sherry, though, for such a subtle spirit.",65.0,79,46.0,1.0
3960,Fred Minnick,"Non-chill filtered plus a lot of age equals oak meeting caramel, vanilla, earth, nuttiness, and mildew. Slight hints of anise, rose petals, tree bark, and overcooked rice, before over-oaked flavor dominates with medicinal notes and soap. Bitterness, earth, and a saving grace of herbs follow for a decent, albeit woody finish. This is simply over-oaked. I’d love to have tasted this bottled three to seven years ago.",250.0,78,50.0,2.0
3966,Gavin Smith,"This bottling from an unspecified Highland distillery is intended to represent the style of whisky to be produced in the Raasay distillery, currently under construction.  Peated to a level of 15ppm, this expression has been finished in Tuscan red wine casks.  4,000 bottles are available. Buttery farmyard aromas, with red berries and a sense of relative youth.  Silky on the palate, with intense fruit sweetness and an immediate delivery of very spicy peat. Pepper and peat in a medium-length finish. £55",80.0,78,46.0,
3969,Davin de Kergommeaux,"A version of the classic Canadian Hunter from Sazerac, this is a very enjoyable whisky for sipping on ice or with a simple mixer. A dry nose is a bit closed showing soft spirit, caramel, and hints of maple. The sweet, hot, and slightly pulling palate has a grapefruit juice sharpness that keeps it fresh. Maple syrup sweetens a hot, longish finish that has the feel of black licorice. Simple, fun whisky.",11.0,78,45.0,4.0
3970,Geoffrey Kleinman,"This young peated malt, aged at least 24 months, has a nice, dry peat smoke nose, backed by honey and oak. On the palate it’s disjointed: the young peat malt argues with the heavy char barrel, a struggle that needs more time to be worked out. Honeyed malt tries to lend support but everything topples in the mid-palate, where things turn dry, spicy, and slightly acidic. A medium finish wraps up a whiskey that simply needs more time.",70.0,78,46.0,3.0
3971,Geoffrey Kleinman,"Pale gold in color, this whiskey is noticeably cloudy, even in a warm room. Swift's nose is pleasant, with malt, honey, and butterscotch. The entry is exceptionally thin, with a hint of malt and honey, but there's not much to it. In the mid-palate, it’s all about the bourbon barrel, so much so that the overall character shifts toward corn whiskey. A short finish with chocolate notes wraps up a whiskey that just doesn’t have much to say.",55.0,78,43.0,3.0
3972,Davin de Kergommeaux,"A simple, straightforward session whisky. True North is rich in the classic caramel notes and searing pepper so coveted by shooters and tailgaters. Ginger and white pepper last seemingly forever. Given its undeniable drinkability, packaging in a plastic bottle is probably a good idea. You can sip this if you wish, but with ginger ale and a dash of bitters it becomes a Canadian Saturday night in a glass. A classic Canadian bottom-shelfer. (Canada only)",22.0,78,40.0,4.0
3974,Geoffrey Kleinman,"Big Bottom finishes their light-style Barlow Trail whiskey in 10 year old tawny port casks. On the nose it's promising, with oak, blackberry jam, orange, vanilla, and rye spice. The entry is soft and light with vanilla and berry, but it shifts dramatically in the mid-palate, which is exceptionally spicy and dry. Big Bottom’s previous port cask finishes have been blockbusters, but the light-style Barlow Trail whiskey doesn't have the same level of balance and integration to prevail.",38.0,78,45.5,3.0
3977,Lew Bryson,"Like the Whim Mocha Porter, this is certified organic; a wheat whiskey made with locally-grown hops. Hard to tease out hops vs. small barrel oak spice in the nose; it’s bold and shouty. Wow. The hops are explosive in the mouth, flashing bitter on the tongue. The first sip was shocking, now it’s settling in, and becoming smoother, but I just don’t think this much hops is a good idea in a whiskey. Price is per 375 ml.",34.0,78,46.0,3.0
3978,Geoffrey Kleinman,"Buttered popcorn combines with wet pavement, vanilla, and black pepper for an interesting but edgy nose. The entry is light and sweet with vanilla and buttered corn, and a silky smooth mouthfeel. The mid-palate thins things out a bit and shifts focus to strong black pepper. This black pepper drives a spicy and dry finish. Many white whiskies straddle the line between whisky and vodka, and this one edges a little too close to the vodka space.",33.0,78,40.0,3.0
3979,Geoffrey Kleinman,"Distilled at the start of 2009, this special edition was bottled mid-2014, making it a 5 ½ year old whisky. The nose is ashy paste with a good measure of barnyard funk along with sherry, oak, and clove spice. The entry is all ashtray, a late night of sweet wine and cigarettes. Sherry notes fight the smoke to emerge, but the smoke simply dominates. A smoky, ashy, spicy, and dry finish round out a face-slapper of a whisky. (U.S. only)",130.0,78,57.9,1.0
3981,Lew Bryson,"Caramel, brown sugar, vanilla, generic sweetness. Smooth entry, and more of the same on the tongue with some alcohol heat in the finish. Very little wood at all. Begging to be poured into Coke. Maybe most jarring is that the Hatfield & McCoy “brand” recalls the infamous feud that took place on the Kentucky-West Virginia border…while this was distilled in South Carolina. At least the label’s honest as far as that. Sourced whiskey.",39.0,78,40.0,3.0
3982,Lew Bryson,"Plainly states it’s “aged four months in a small oak barrel.” Tame nose; working hard to pull out anything other than alcohol heat, some fresh-cut wet wood, and wet cereal. Quite hot, with lots of wet oak sawdust and sweet cinnamon that rocket right into the finish. Reminds me of a young teenager, running around, shouting at inappropriate moments, and very excited. Too young and hot right now. Put it back in the barrel; maybe a larger one. Price is per 375 ml.",32.0,78,44.0,3.0
3985,Dave Broom,"Hailing from the Speyside distillery, this has a deep orange color and an aroma of damp hay and a slightly vegetal note alongside caramel and peanut brittle. A perception of bitterness beside dried peels. The palate is thick with stewing fruits, tinned prune, and burnt sugar, with a background note of wet draff. Water lifts things a little, but it's all rather sick and flabby. £150",250.0,78,46.0,1.0
3986,Geoffrey Kleinman,"Lots of green notes in the nose of this mason jar variety of moonshine, including green apple, green bean, and wheat grass. Strong brewer’s yeast and cornmeal round things out in a highly aromatic nose. For the proof, the entry is remarkably soft and sweet, tasting like buttered cornbread. Fire and spice aren’t far behind, with black pepper, white pepper, and charred Cracker Jack. Long, dry, and slightly hot finish with a hint of popcorn and green bean.",25.0,78,51.5,3.0
3988,Dave Broom,"Light onionskin color; the nose is scented with red fruits, cranberry sauce, hawthorn jelly, and red apple. With water there’s some bletted medlars mixed with lemon. Sadly, the palate is soapy to start with, before the super-ripe red fruits come through. Water makes things fresher, but overall it lacks personality.",119.0,78,46.0,1.0
3989,Davin de Kergommeaux,"The heritage grains movement influenced distiller Jesse Razaqpur at Toronto distillery to make whisky from an old-time Ontario variety called Red Fife. This hard red wheat contains less starch than the traditional soft wheat used for whisky making, yielding less spirit. Red Fife wheat also contains flavor-inducing anthocyanins, similar to red-grape flavenoids. Distinctive grain dust and slate-like mineral notes dominate the nose, translating into searing hot pepper, ripe red fruit, and a slight sourness on the palate. (Distillery only) C$40/375 ml.",37.0,78,50.0,
3991,Davin de Kergommeaux,"While their home-distilled whisky matures, some dedicated craft whisky makers hone their blending skills using sourced whiskies to create blends such as this one. Caramel heated to the point of burning, and oily, freshly-roasted coffee with hints of real maple syrup gloriously overtake a spirity nose that betrays the youth of this simple, no age statement work in progress. Scrumptious elements of clean oak, burned lumber, sawdust, and earthy pineyness are beguiling, but would benefit from tighter balance. (Saskatchewan only.) C$33",33.0,78,40.0,4.0
3992,Gavin Smith,"Inchmurrin is one of many single malts produced by Loch Lomond. It is made using lightly peated malt and matured in bourbon casks, and is named after one of the islands in Loch Lomond. Caramac chocolate and peanut butter on the sweet, fruity nose. The fruit motif continues on to the palate, where spicy malt, vanilla, and ripe peaches predominate. The finish is medium in length and nutty. £50",77.0,78,46.0,1.0
3993,Lew Bryson,"Small barrel whiskey, 100% corn. Rich, sweet, oaky nose with—at first—notes of peppermint and Rice Krispies treats; nose collapses and becomes sharp, woody, burnt. Fiery mouth, smoky notes, dry wood, and hot mint are overwhelming and somewhat astringent. Finish lingers much longer than would be pleasant; hot and tingly, with a redeeming core of corn. Tastes like it was pushed, hard, to be done.",60.0,78,46.0,3.0
3994,Davin de Kergommeaux,"Prior to Prohibition, Golden Wedding was a fine American whiskey. Decades later, entrepreneur Louis Rosenstiel successfully revived the brand in Canada. The result shows hints of burnt toffee, dusty rye, dry grain, and pickle juice. Earthy elements underscore river plants and citrus pith. Hot, peppery spices bolster lively spirits while jammy fruit and floral overtones round out a straight-on mixer. A whisky that transforms ginger ale into ginger ale. (Canada only)C$24",24.0,78,40.0,4.0
3996,Lew Bryson,"Does this belong here, at 70% cane sugar and 30% corn/wheat? The process sure looks like whiskey, so we’ll let it slip in. The aroma’s sweet, but with a solvent rim to it. For 105 proof, this is pretty smooth stuff in the mouth. There are notes of melon and green corn, and a wet hint of fresh grass before the burner kicks on at the finish. It’s a hot end on this one, but not unpleasant.",35.0,78,52.5,3.0
3997,Lew Bryson,"New make fruit—pear, stewed apple—and rye spice in a hot, clean nose. That’s pretty much what you get in the mouth, too, with some dry paper notes, and a sweet finish. For some reason, I really want to try mixing this with Dr. Pepper. This is definitely a mixing spirit, mountain-style.",24.0,78,62.0,3.0
3999,Dave Broom,"Touches of acetone and magic marker/solvent suggest that there’s precious little cask involvement going on here. Pleasing enough, with lime jelly and kiwi fruits, and a little whiff of sweet oak, but it’s very understated. In the mouth, it performs in a nutty way but doesn’t seem to have moved much over its quarter of a century sequestration. There is some horchata and brazil nut, even a mashy note, but it either needs more time or a kick to get it moving. £70",110.0,78,55.6,1.0
4000,John Hansell,"Aged “over 2 years” and with over 38% rye in the mashbill (high for bourbon). It’s fresh, youthful, and brisk, with sweet corn, bright fruit, brittle mint, cinnamon, and a dusting of cocoa, leading to a slightly aggressive finish. A bit too youthful, actually, for sipping—it would benefit from a few more years’ aging. Save this one for your next Manhattan. Its sibling, Redemption Rye (of similar age), fares better. (I rated it an 84.)",25.0,78,46.0,2.0
4003,John Hansell,"Not exactly black. (More like russet, but Crown Royal Russet isn’t as catchy.) It’s nice to see the higher strength, and there’s definitely more flavor here than the standard Crown Royal or Crown Royal Reserve. But it’s missing the smoothness and elegance I cherish in other Crown Royal whiskies. Notes of molasses and maple syrup, accentuated by burnt fig, hints of pedro ximenez sherry, and raisin. There are suggestions of dark rum and bourbon in here. (Perhaps an alternative to both?) A whisky to drink on the rocks or as a mixer.",30.0,78,45.0,
4004,John Hansell,"A sherry cask-matured Bowmore. Introduced as ""the brother"" to the 1989 vintage Bowmore released about a year ago (aged in bourbon casks). Notes of waxed fruit, dates, fruitcake, and raisin permeate through tarry rope, leather boots, wet socks, and ripe peat. Underlying notes of demerara rum, chocolate-covered coffee beans, and sea salt. A hedonistic Bowmore with an earthy, rustic demeanor. (1,800 bottles for the U.S.)",85.0,78,53.8,
4005,John Hansell,"Only moderately peated (15ppm phenol), but a consistent influence. Quite fresh: reminds me of a walk around a traditional distillery, with notes of steeping barley, kiln smoke, and youthful spirit. A subtle, intriguing thread of gin botanicals (especially citrus peel) weaves its way through the palate. Otherwise, the smoke and fruit keep your attention.",60.0,78,46.0,1.0
4006,John Hansell,"Bright gold color. Sweet pear, caramel apples, vanilla, and fudge on the nose. Light to medium in body. On the palate, there is more fruit (pear, citrus) and sweet malt (vanilla, caramel, and toffee), with a gently sweet finish.
   Style: Highland (Isle of Arran) single malt Scotch whisky. Price: high $30s. Available nationwide. 
   Again there is no age statement, and this one is still on the youthful side, but it is richer (some sherry cask aging in the mix?) and expresses more flavors-and deeper flavors-than the one mentioned above. It is still quite young, but it tastes more mature than its age (which is probably six years at the most). There's not much Island character here.",40.0,78,43.0,1.0
4007,John Hansell,"Barton’s entry into the premium, small batch bourbon category is a heavy hitter indeed. There are flavors of toffee, leather, and resinous spices throughout, with some background notes of fruit (especially figs and dates) and a dusting of cocoa. This is a full, richly textured bourbon. Its aroma is lovely and everything is working well on the palate, too-until about mid-palate, where it becomes very woody, assertive, out of balance, and quite dry all the way through its finish, to the point of becoming excessive. Otherwise, this would be a great whiskey.",23.0,78,46.85,2.0
4008,John Hansell,"Antique amber. Deeper, brooding, and less sweet than the 14 year old bottling. Distinct notes of leather, roasted nuts, and hints of tobacco on the nose and palate, along with some of the flavors of its younger sibling. It works on the nose, but the tannins (both from the wine and oak) impart a leather component that just dominates the palate. (I am seeing a pattern here with these younger vs. older whiskeys in the Experimental Collection series. The younger expressions have generally been pretty good, while most of the older ones have been aged too long.)",47.0,78,45.0,2.0
4009,John Hansell,"I have tasted many superb Longrow whiskies in the past 15 years (not to mention some wonderful Tokaji dessert wines). This isn’t one of them. Longrow is an assertive whisky, and I can see the logic of finishing the whisky in an equally big Hungarian wine. The flavors are equal in intensity -- and this is certainly a dynamic whisky -- but they just don’t integrate well. You’ll find notes of waxed fruit, raisin, ripe barley, smoked fig, and toffee. Cloying, waxy finish.",110.0,78,55.6,1.0
4010,John Hansell,"Obviously aged in a sherry cask. Juicy fruit, syrupy, a bit waxy, notes of maple syrup and spice (clove, mint). Nicely soothing, but there is a trade-off here-the soft, floral beauty which makes Linkwood malt so attractive is lost somewhere behind the sherry and escapes only briefly from time to time. (Bottled exclusively for Binny’s Beverage Depot.)",43.0,78,46.0,1.0
4011,John Hansell,"Thick on the nose and palate. Nutty toffee, chewy caramel, milk chocolate, and molasses are quickly superseded on the palate by fiery cinnamon, dried citrus, blackberry, cocoa powder, barrel char, and teasing brisk evergreen. Long, warm, spicy, very dry, assertive finish. I like the nose much better than the palate, as I feel the dry finish overstays its welcome. A big, bold, bully of a Birthday Bourbon.",40.0,78,48.5,2.0
4012,Fred Minnick,"It’s 68% corn, 18% wheat, and 14% malted barley finished in a sherry barrel. First there’s an assortment of wood, from tree to toasted oak, followed by roasted walnuts, leather, and marshmallow. Grapefruit rind and a bitterness appear, followed by more woody notes and hints of vanilla. It never strikes the desired balance, finishing short with a hint of hazelnut.",80.0,77,46.5,2.0
4013,Jeffery Lindenmuth,"Campfire smoke, fusel notes, green twigs, and rhum agricole give a rustic edge to this big and broad-shouldered whiskey. Full-bodied with an attitude, the sweet clover honey, oily character,  and lingering burnt sugar bitterness feel a bit disjointed. Pot distilled and aged in charred oak for 3 years.",46.0,77,45.0,3.0
4014,Jeffery Lindenmuth,"There is a certain rusticity here, with a nose rooted in rhum agricole, sweet malt, honeycomb, butterscotch, and molasses, tinged with furniture polish and varnish notes. The palate is sweet and candied, with Bit-O-Honey, circus peanuts, and nougat, turning a touch chocolatey on the finish.",47.0,77,40.0,3.0
4017,Davin de Kergommeaux,"Porridge, butterscotch, and a little dust on the nose. Rosewater and some spice on the palate, but the floral notes are out of balance. Hot peppers, slightly pulling, and a bit mealy on the tongue, then a pleasing earthiness. The label says “ultra premium,” the taste says “not so much.” The best feature is the pepper, which will bolster ginger ale and cut through cola because this is not really for sipping.",20.0,77,40.0,4.0
4019,Lew Bryson,"Palmetto distillery has been making ‘moonshine’ products so far, and now they have some spirit aged in new French oak. Aromas of sweet pastry dough, new rubber, horehound, and bitter orange make for an intriguing nose. The mouth is fiery hot, thin in body, and tends to stay that way through to the end. The horehound blends with rye bitterness to make this a bit medicinal. Hot for sipping, but should make a very good Old Fashioned.",30.0,77,44.65,3.0
4020,Lew Bryson,"Screaming oak nose for a relatively young whiskey; about all that’s there is whiskey-soaked staves and some hot spice. Drillingly-hot entry; I’ve tasted bourbons at 60% that were less hot. Roaring oak fire with some underlying corn sweetness; this isn’t subtle or quiet on the tongue. Water brings out more—sweet corn, mint, rye oil—but the oak still dominates. Almost astringent in the finish. If you like big oak, here it is, but forget balance.",50.0,77,50.0,2.0
4023,Lew Bryson,"“Smoked” with a maceration of Lapsang Souchong tea (which leaves some fine sediment). Thickly sweet and herbal nose in a ruddy whiskey; like a sweetened, aged genever. On the palate, this 70% 7 year old MGP corn, 30% unaged Two James rye is woody and ash-bitter in the core, with a wrapping of that sweetness. The herbal character saves it from the squabble between sweet and bitter, but it comes off more as a tonic than a whiskey.",49.0,77,43.5,3.0
4024,Geoffrey Kleinman,"Aged one day in new American oak, this white dog ekes out the very minimum requirements for bourbon. The nose is heavy barnyard, complete with hay, horse, and manure. Beyond the funk is cornmeal, cashew, and apple blossom. The palate is light and what you'd expect, with yeasty cornbread, sour apple, apple blossom, and black pepper. The funk is still there but not as intense as on the nose. Interesting overall character with aging potential, but for now it’s unbaked.",30.0,77,40.0,3.0
4029,Geoffrey Kleinman,"Although this moonshine may look down-home in a mason jar, it was produced using the highly technical TerrePure process, designed to remove most congeners. The result is a corn neutral spirit that doesn’t smell or taste much like corn. Instead, it’s soft vanilla, toasted marshmallow, and a dash of salt. A little heat and white pepper round things out for a long, peppery-dry finish. It’s pretty good for a vodka, but is it really moonshine or white whiskey? Probably not.",15.0,77,40.0,3.0
4030,Lew Bryson,"From TerrePure; there’s that reassuring note on the label that the whiskey is “Aged at least six months.” Nose is somewhat flat, compressed; diner mints, old cinnamon sticks, cattle feed. Tastes thin, sweet, hot, and not very complex. There’s a flash of something more just before the swallow: corn, hot mint. But it vanishes in a bland, quick finish. Uninspiring, if surprisingly smooth for 6 month old whiskey.",12.0,77,45.0,3.0
4031,Lew Bryson,"Single barrel, cask proof. Strong wood aromas; pencil shavings, hot-sawn oak. Hot and tight, intense wood. There’s some interesting stuff around the edges, but the wood’s blocking it till some sweetness peeks through at the end. Water helps a little, but not enough. Over-barreled.",80.0,77,58.0,3.0
4032,Lew Bryson,"Extremely dark color; aged in ten-gallon barrels. A thick burbling nose, full of dark aromas: smoke, molasses, earth, and moist tobacco, with a sharp woody twist around the outside. The mouth recapitulates much of that, but in a brighter fashion…and then the small barrel takes over; tight, intense wood that blows out everything else and leaves the tongue tingling. I find it hard to tease out any spirit character; what’s this whiskey taste like under the wood?",45.0,77,46.0,
4037,Davin de Kergommeaux,"Rum—“screech,” as it is called where it is made—is Newfoundland’s spirit of choice. With three shots of screech and a ceremony involving fish, visitors are transformed into honorary Newfies. This 3 year old Amherst whisky, custom blended for the Newfoundland Liquor Commission, is ancient by comparison. It’s a basic mixer that arrives peppery hot with strong overtones of half-tamed spirit. Dusty wood, lime peels, and burnt toffee foretell a leisurely slide into refreshing bitterness. Definitely not screech. (Newfoundland only)  C$25",25.0,77,40.0,4.0
4039,Davin de Kergommeaux,"The discontinued 10 year old CC Reserve was typical of the hard-rye genre, with vanilla, caramel, ripe fruit, and hot pepper stitched onto a flinty-firm base. This new 9 year old version, though similar, has obvious differences. Pleasing heat rides an initial surge of toffee, dry grain, and dried dark fruit. A soon-to-arrive pithiness on the shortish finish refreshes, but without the familiar steeliness of its antecedent.",17.0,77,40.0,4.0
4040,Lew Bryson,"Berkshire Mountain Distillers uses locally grown corn here, aged on local oak and cherry wood. The nose is sweet and sharp, smelling of corn, grass, and tart cherries. Corn and ash dominate the hot, slippery mouth, with a finish that turns sweeter as it dwindles, with some faint fruit notes, but the heat is hard to overcome. If it were my corn, I’d put it into the bourbon instead; this is a bit thin.",40.0,77,43.0,3.0
4041,Lew Bryson,"There’s a somewhat oily, faint green look to this in the bottle. Strong aroma of corn, some green apple, and a faint hint of smoke and wet dog. Tastes a bit medicinal with a smoky richness and a surprisingly full mouthfeel. Sweet finish adds to the general impression that this one needs cleaned up a bit…or demands a different approach.",24.0,77,40.0,3.0
4042,Dave Broom,"The second of the duo — destined for the U.S. and Taiwan — is a relative youngster and has been extracted from a fresh Spanish oak sherry hogshead. The combination of first-fill and smaller cask size is immediately apparent. The color is mocha dark and the nose has a distinctly sulfurous twist, behind which are black cherries dipped in chocolate, tonka bean, and leather. For me, there’s too much cask and not sufficient Rothes complexities, especially on the palate.",375.0,77,57.0,1.0
4048,Lew Bryson,"Hot solvents on the nose, reminiscent of Hinkle’s Easter egg dyes. Heavy-handed sweet wash of caramel, very hot, cloying finish. Not easy to see this as related to the clean innocence of the standard expression.",20.0,77,,4.0
